2019-01-31,3437
2019-02-01,3467
2019-02-02,3502
2019-02-03,3459
2019-02-04,3462
2019-02-05,3468
2019-02-06,3404
2019-02-07,3397
2019-02-08,3661
2019-02-09,3661
2019-02-10,3679
2019-02-11,3631
2019-02-12,3632
2019-02-13,3611
2019-02-14,3592
2019-02-15,3604
2019-02-16,3616
2019-02-17,3664
2019-02-18,3896
2019-02-19,3914
2019-02-20,3972
2019-02-21,3936
2019-02-22,3965
2019-02-23,4120
2019-02-24,3755
2019-02-25,3833
2019-02-26,3810
2019-02-27,3814
2019-02-28,3816
2019-03-01,3821
2019-03-02,3823
2019-03-03,3809
2019-03-04,3715
2019-03-05,3857
2019-03-06,3863
2019-03-07,3875
2019-03-08,3865
2019-03-09,3944
2019-03-10,3915
2019-03-11,3870
2019-03-12,3886
2019-03-13,3865
2019-03-14,3879
2019-03-15,3924
2019-03-16,4006
2019-03-17,3981
2019-03-18,3990
2019-03-19,4017
2019-03-20,4041
2019-03-21,3982
2019-03-22,3990
2019-03-23,4002
2019-03-24,3994
2019-03-25,3937
2019-03-26,3942
2019-03-27,4041
2019-03-28,4025
2019-03-29,4102
2019-03-30,4111
2019-03-31,4102
2019-04-01,4145
2019-04-02,4859
2019-04-03,4968
2019-04-04,4902
2019-04-05,5010
2019-04-06,5046
2019-04-07,5173
2019-04-08,5245
2019-04-09,5158
2019-04-10,5307
2019-04-11,5022
2019-04-12,5054
2019-04-13,5051
2019-04-14,5134
2019-04-15,5032
2019-04-16,5180
2019-04-17,5208
2019-04-18,5264
2019-04-19,5241
2019-04-20,5290
2019-04-21,5243
2019-04-22,5346
2019-04-23,5511
2019-04-24,5415
2019-04-25,5209
2019-04-26,5298
2019-04-27,5265
2019-04-28,5302
2019-04-29,5235
2019-04-30,5320
2019-05-01,5384
2019-05-02,5493
2019-05-03,5766
2019-05-04,5830
2019-05-05,5774
2019-05-06,5745
2019-05-07,5849
2019-05-08,5990
2019-05-09,6191
2019-05-10,6386
2019-05-11,7190
2019-05-12,6984
2019-05-13,7806
2019-05-14,7994
2019-05-15,8164
2019-05-16,7871
2019-05-17,7359
2019-05-18,7262
2019-05-19,8157
2019-05-20,7965
2019-05-21,7930
2019-05-22,7635
2019-05-23,7852
2019-05-24,7970
2019-05-25,8027
2019-05-26,8630
2019-05-27,8760
2019-05-28,8716
2019-05-29,8647
2019-05-30,8271
2019-05-31,8558
2019-06-01,8545
2019-06-02,8728
2019-06-03,8124
2019-06-04,7685
2019-06-05,7779
2019-06-06,7784
2019-06-07,7985
2019-06-08,7901
2019-06-09,7635
2019-06-10,7987
2019-06-11,7888
2019-06-12,8133
2019-06-13,8219
2019-06-14,8656
2019-06-15,8812
2019-06-16,8962
2019-06-17,9318
2019-06-18,9080
2019-06-19,9255
2019-06-20,9517
2019-06-21,10179
2019-06-22,10721
2019-06-23,10897
2019-06-24,11046
2019-06-25,11809
2019-06-26,13063
2019-06-27,11287
2019-06-28,12409
2019-06-29,11906
2019-06-30,10818
2019-07-01,10616
2019-07-02,10835
2019-07-03,11900
2019-07-04,11163
2019-07-05,10970
2019-07-06,11268
2019-07-07,11415
2019-07-08,12252
2019-07-09,12541
2019-07-10,12110
2019-07-11,11342
2019-07-12,11762
2019-07-13,11364
2019-07-14,10200
2019-07-15,10845
2019-07-16,9424
2019-07-17,9723
2019-07-18,10651
2019-07-19,10571
2019-07-20,10826
2019-07-21,10714
2019-07-22,10412
2019-07-23,9888
2019-07-24,9804
2019-07-25,9945
2019-07-26,9831
2019-07-27,9492
2019-07-28,9727
2019-07-29,9580
2019-07-30,9580
2019-07-31,10082
2019-08-01,10380
2019-08-02,10520
2019-08-03,10815
2019-08-04,10934
2019-08-05,11816
2019-08-06,11480
2019-08-07,12013
2019-08-08,12191
2019-08-09,12089
2019-08-10,11314
2019-08-11,11517
2019-08-12,11394
2019-08-13,10892
2019-08-14,10049
2019-08-15,10303
2019-08-16,10335
2019-08-17,10218
2019-08-18,10312
2019-08-19,10910
2019-08-20,10752
2019-08-21,10141
2019-08-22,10105
2019-08-23,10388
2019-08-24,10131
2019-08-25,10136
2019-08-26,10371
2019-08-27,10184
2019-08-28,9729
2019-08-29,9491
2019-08-30,9585
2019-08-31,9594
2019-09-01,9729
2019-09-02,10348
2019-09-03,10612
2019-09-04,10568
2019-09-05,10566
2019-09-06,10309
2019-09-07,10461
2019-09-08,10402
2019-09-09,10309
2019-09-10,10105
2019-09-11,10162
2019-09-12,10415
2019-09-13,10342
2019-09-14,10337
2019-09-15,10311
2019-09-16,10255
2019-09-17,10195
2019-09-18,10164
2019-09-19,10250
2019-09-20,10172
2019-09-21,9993
2019-09-22,10031
2019-09-23,9702
2019-09-24,8513
2019-09-25,8432
2019-09-26,8063
2019-09-27,8184
2019-09-28,8208
2019-09-29,8049
2019-09-30,8284
2019-10-01,8302
2019-10-02,8364
2019-10-03,8226
2019-10-04,8148
2019-10-05,8127
2019-10-06,7881
2019-10-07,8198
2019-10-08,8182
2019-10-09,8566
2019-10-10,8562
2019-10-11,8267
2019-10-12,8304
2019-10-13,8281
2019-10-14,8353
2019-10-15,8167
2019-10-16,8000
2019-10-17,8073
2019-10-18,7948
2019-10-19,7957
2019-10-20,8223
2019-10-21,8208
2019-10-22,8031
2019-10-23,7477
2019-10-24,7422
2019-10-25,8658
2019-10-26,9230
2019-10-27,9529
2019-10-28,9207
2019-10-29,9411
2019-10-30,9157
2019-10-31,9152
2019-11-01,9230
2019-11-02,9300
2019-11-03,9198
2019-11-04,9396
2019-11-05,9310
2019-11-06,9338
2019-11-07,9223
2019-11-08,8778
2019-11-09,8804
2019-11-10,9036
2019-11-11,8736
2019-11-12,8812
2019-11-13,8783
2019-11-14,8661
2019-11-15,8476
2019-11-16,8497
2019-11-17,8509
2019-11-18,8208
2019-11-19,8145
2019-11-20,8099
2019-11-21,7627
2019-11-22,7272
2019-11-23,7324
2019-11-24,6924
2019-11-25,7115
2019-11-26,7162
2019-11-27,7510
2019-11-28,7426
2019-11-29,7742
2019-11-30,7546
2019-12-01,7396
2019-12-02,7298
2019-12-03,7291
2019-12-04,7204
2019-12-05,7399
2019-12-06,7400
